Date,Category,Amount,Description
2023-12-09,Transport,8545.16,Transport expense
2023-08-14,Subscriptions,2457.67,Subscriptions expense
2023-08-19,Shopping,9608.24,Shopping expense
2023-10-26,Rent,2009.41,Rent expense
2023-08-10,Subscriptions,9516.73,Subscriptions expense
2023-10-02,Dining,9948.45,Dining expense
2023-09-27,Education,7131.64,Education expense
2023-11-09,Dining,9812.38,Dining expense
2023-07-12,Groceries,5716.92,Groceries expense
2024-05-08,Subscriptions,2632.44,Subscriptions expense
2023-07-10,Entertainment,4398.11,Entertainment expense
2024-04-02,Entertainment,5955.93,Entertainment expense
2023-06-10,Transport,777.16,Transport expense
2023-09-14,Entertainment,6242.32,Entertainment expense
2024-05-04,Dining,9812.72,Dining expense
2023-09-07,Shopping,1941.57,Shopping expense
2024-04-21,Dining,7936.32,Dining expense
2024-02-26,Shopping,9083.59,Shopping expense
2024-04-29,Travel,9439.83,Travel expense
2024-03-02,Rent,9603.35,Rent expense
2024-05-26,Shopping,5238.52,Shopping expense
2023-07-24,Groceries,9774.21,Groceries expense
2024-02-14,Healthcare,7585.24,Healthcare expense
2023-12-27,Dining,1658.63,Dining expense
2023-06-11,Shopping,4795.16,Shopping expense
2023-08-02,Healthcare,7197.4,Healthcare expense
2024-03-09,Rent,2511.04,Rent expense
2023-07-14,Entertainment,6424.12,Entertainment expense
2023-10-24,Shopping,6682.67,Shopping expense
2023-12-20,Dining,1668.86,Dining expense
2023-09-22,Subscriptions,5672.6,Subscriptions expense
2023-11-28,Miscellaneous,7727.69,Miscellaneous expense
2024-01-17,Education,5014.01,Education expense
2024-05-08,Rent,170.43,Rent expense
2024-01-04,Subscriptions,139.93,Subscriptions expense
2023-11-22,Utilities,3602.44,Utilities expense
2024-04-17,Transport,9265.63,Transport expense
2023-08-12,Groceries,2325.33,Groceries expense
2023-11-30,Entertainment,6361.92,Entertainment expense
2023-07-02,Subscriptions,2259.65,Subscriptions expense
2023-09-27,Groceries,3250.62,Groceries expense
2023-11-02,Travel,8488.02,Travel expense
2023-07-13,Miscellaneous,7302.17,Miscellaneous expense
2023-07-30,Utilities,999.22,Utilities expense
2023-07-21,Subscriptions,4315.59,Subscriptions expense
2024-01-06,Rent,340.24,Rent expense
2023-12-09,Utilities,4834.86,Utilities expense
2024-01-12,Miscellaneous,6641.22,Miscellaneous expense
2024-02-14,Travel,1229.1,Travel expense
2023-12-23,Travel,2924.41,Travel expense
2023-07-09,Subscriptions,4008.47,Subscriptions expense
2024-05-08,Shopping,9199.33,Shopping expense
2023-09-26,Healthcare,9932.89,Healthcare expense
2023-08-24,Shopping,496.87,Shopping expense
2024-04-03,Entertainment,7622.03,Entertainment expense
2023-06-10,Miscellaneous,3748.65,Miscellaneous expense
2024-05-19,Education,3954.96,Education expense
2023-06-17,Miscellaneous,7554.94,Miscellaneous expense
2024-05-09,Subscriptions,9188.34,Subscriptions expense
2024-05-14,Shopping,9511.74,Shopping expense
2023-08-03,Healthcare,5792.37,Healthcare expense
2024-04-21,Entertainment,3603.36,Entertainment expense
2023-12-07,Shopping,7886.11,Shopping expense
2023-08-19,Utilities,2547.46,Utilities expense
2024-04-11,Subscriptions,5662.54,Subscriptions expense
2024-04-02,Subscriptions,3617.86,Subscriptions expense
2023-08-15,Miscellaneous,6583.48,Miscellaneous expense
2023-06-29,Travel,2441.97,Travel expense
2024-03-04,Travel,1956.35,Travel expense
2023-11-29,Dining,9186.48,Dining expense
2024-04-21,Education,1062.95,Education expense
2023-10-14,Travel,5084.28,Travel expense
2024-02-17,Miscellaneous,2247.49,Miscellaneous expense
2024-03-31,Subscriptions,437.35,Subscriptions expense
2023-06-25,Shopping,408.39,Shopping expense
2023-06-26,Utilities,1793.46,Utilities expense
2023-08-27,Utilities,8674.37,Utilities expense
2023-07-30,Healthcare,2860.66,Healthcare expense
2023-11-25,Groceries,9507.07,Groceries expense
2023-10-24,Healthcare,5837.14,Healthcare expense
2023-12-03,Dining,4394.31,Dining expense
2023-09-15,Rent,5821.88,Rent expense
2024-03-29,Miscellaneous,5191.15,Miscellaneous expense
2023-12-12,Education,7599.82,Education expense
2023-09-03,Rent,2860.84,Rent expense
2024-05-23,Utilities,3562.85,Utilities expense
2023-12-12,Groceries,8946.24,Groceries expense
2024-02-19,Healthcare,9467.24,Healthcare expense
2023-12-27,Groceries,8930.95,Groceries expense
2024-01-31,Groceries,4223.51,Groceries expense
2023-09-28,Education,7814.64,Education expense
2023-10-14,Subscriptions,4789.54,Subscriptions expense
2023-08-25,Healthcare,5000.52,Healthcare expense
2023-10-03,Rent,2086.57,Rent expense
2024-04-22,Subscriptions,5931.75,Subscriptions expense
2024-04-14,Dining,1902.05,Dining expense
2023-12-23,Shopping,3349.07,Shopping expense
2023-12-14,Utilities,8557.55,Utilities expense
2023-06-07,Transport,2110.4,Transport expense
2023-12-20,Healthcare,758.02,Healthcare expense
2024-02-05,Miscellaneous,736.63,Miscellaneous expense
2024-01-28,Transport,9410.81,Transport expense
2024-04-16,Miscellaneous,5093.86,Miscellaneous expense
2023-06-10,Education,4123.65,Education expense
2023-09-13,Dining,8118.24,Dining expense
2023-08-10,Miscellaneous,8366.47,Miscellaneous expense
2023-07-10,Miscellaneous,3355.3,Miscellaneous expense
2023-07-25,Education,6951.5,Education expense
2023-11-03,Shopping,7722.67,Shopping expense
2024-02-27,Utilities,6563.77,Utilities expense
2023-11-27,Healthcare,1558.37,Healthcare expense
2024-03-19,Shopping,8765.04,Shopping expense
2023-12-05,Education,5413.99,Education expense
2023-06-28,Dining,2860.6,Dining expense
2023-12-08,Transport,4281.02,Transport expense
2023-10-07,Education,423.83,Education expense
2024-01-25,Entertainment,1322.27,Entertainment expense
2024-02-07,Miscellaneous,7667.19,Miscellaneous expense
2024-04-23,Utilities,50.12,Utilities expense
2023-08-10,Entertainment,4194.83,Entertainment expense
2023-06-24,Subscriptions,5248.98,Subscriptions expense
2023-09-26,Groceries,593.61,Groceries expense
2024-01-22,Groceries,9732.13,Groceries expense
2023-09-17,Rent,2299.95,Rent expense
2024-04-24,Utilities,3076.78,Utilities expense
2023-06-04,Utilities,3074.23,Utilities expense
2024-01-13,Shopping,2342.65,Shopping expense
2023-12-27,Healthcare,64.66,Healthcare expense
2023-06-16,Subscriptions,7306.98,Subscriptions expense
2023-10-18,Entertainment,9670.11,Entertainment expense
2023-10-15,Miscellaneous,2281.72,Miscellaneous expense
2024-03-03,Subscriptions,6647.32,Subscriptions expense
2023-07-27,Shopping,7431.87,Shopping expense
2024-05-31,Travel,8491.83,Travel expense
2024-02-08,Entertainment,4255.16,Entertainment expense
2024-01-03,Shopping,3064.16,Shopping expense
2024-05-30,Healthcare,3286.69,Healthcare expense
2024-03-05,Miscellaneous,7140.58,Miscellaneous expense
2024-03-03,Dining,8176.96,Dining expense
2024-04-17,Education,1857.06,Education expense
2024-01-21,Groceries,3740.86,Groceries expense
2023-11-27,Travel,9024.3,Travel expense
2023-10-03,Shopping,8076.6,Shopping expense
2024-03-19,Subscriptions,9849.34,Subscriptions expense
2024-03-23,Travel,7554.77,Travel expense
2023-09-24,Healthcare,3962.29,Healthcare expense
2023-10-07,Transport,5926.85,Transport expense
2024-01-05,Education,6627.09,Education expense
2024-03-16,Shopping,830.64,Shopping expense
2023-08-12,Groceries,5467.74,Groceries expense
2024-02-27,Subscriptions,7107.74,Subscriptions expense
2024-04-26,Rent,1714.85,Rent expense
2023-09-16,Dining,7817.29,Dining expense
2023-06-12,Travel,5858.54,Travel expense
2024-01-30,Shopping,9524.61,Shopping expense
2023-08-01,Travel,472.1,Travel expense
2023-09-08,Transport,2690.0,Transport expense
2024-01-20,Groceries,6035.46,Groceries expense
2023-09-13,Healthcare,3000.77,Healthcare expense
2024-01-24,Utilities,7158.52,Utilities expense
2023-07-12,Transport,7602.1,Transport expense
2024-05-20,Miscellaneous,1070.03,Miscellaneous expense
2023-06-28,Transport,5162.85,Transport expense
2024-03-14,Transport,5113.46,Transport expense
2023-09-13,Miscellaneous,3724.34,Miscellaneous expense
2024-03-10,Utilities,9332.6,Utilities expense
2024-03-17,Education,8283.69,Education expense
2024-04-15,Transport,6987.23,Transport expense
2023-07-07,Education,7157.55,Education expense
2024-01-05,Entertainment,4644.08,Entertainment expense
2024-05-16,Groceries,9213.9,Groceries expense
2024-05-03,Travel,6961.22,Travel expense
2024-05-18,Rent,7303.36,Rent expense
2024-02-28,Transport,8623.82,Transport expense
2023-10-25,Subscriptions,2777.01,Subscriptions expense
2023-08-24,Utilities,8080.36,Utilities expense
2023-09-04,Subscriptions,1992.64,Subscriptions expense
2024-02-01,Transport,3486.15,Transport expense
2023-10-26,Subscriptions,3389.32,Subscriptions expense
2023-12-19,Miscellaneous,9786.33,Miscellaneous expense
2024-05-09,Utilities,8572.55,Utilities expense
2023-07-18,Shopping,7026.64,Shopping expense
2024-03-01,Education,7284.21,Education expense
2023-08-16,Transport,5642.62,Transport expense
2024-01-26,Travel,9473.55,Travel expense
2024-03-07,Miscellaneous,4987.77,Miscellaneous expense
2023-07-12,Entertainment,3836.15,Entertainment expense
2023-10-24,Transport,1672.2,Transport expense
2023-09-30,Education,7872.75,Education expense
2024-03-21,Transport,7357.72,Transport expense
2024-03-07,Entertainment,3874.33,Entertainment expense
2024-02-13,Rent,300.67,Rent expense
2023-10-31,Dining,8398.02,Dining expense
2024-03-13,Education,163.61,Education expense
2024-03-22,Miscellaneous,7051.81,Miscellaneous expense
2024-01-03,Groceries,9704.06,Groceries expense
2023-10-23,Healthcare,4404.73,Healthcare expense
2023-07-10,Subscriptions,2387.99,Subscriptions expense
2023-10-25,Groceries,7063.47,Groceries expense
2024-02-29,Miscellaneous,8180.43,Miscellaneous expense
2024-05-22,Education,5486.98,Education expense
2024-04-06,Travel,9672.0,Travel expense
2023-07-24,Transport,564.1,Transport expense
2024-01-05,Healthcare,5072.72,Healthcare expense
2023-11-12,Entertainment,7198.62,Entertainment expense
2024-05-11,Subscriptions,8633.27,Subscriptions expense
2024-05-24,Shopping,1833.59,Shopping expense
2023-07-17,Dining,8010.03,Dining expense
2024-01-16,Groceries,5549.44,Groceries expense
2023-12-24,Dining,3995.71,Dining expense
2023-06-29,Healthcare,1360.56,Healthcare expense
2023-06-23,Shopping,8659.69,Shopping expense
2024-01-10,Groceries,1614.87,Groceries expense
2023-12-05,Rent,3132.39,Rent expense
2024-02-03,Miscellaneous,2935.95,Miscellaneous expense
2024-04-06,Dining,8720.57,Dining expense
2023-07-13,Transport,6743.39,Transport expense
2024-04-17,Travel,7976.98,Travel expense
2023-06-25,Entertainment,2542.16,Entertainment expense
2023-08-30,Education,6267.5,Education expense
2023-12-10,Utilities,5738.87,Utilities expense
2024-02-27,Rent,8336.66,Rent expense
2023-07-22,Subscriptions,9065.57,Subscriptions expense
2024-01-03,Utilities,170.96,Utilities expense
2023-07-20,Miscellaneous,6756.5,Miscellaneous expense
2024-05-26,Healthcare,565.77,Healthcare expense
2023-10-07,Miscellaneous,5511.14,Miscellaneous expense
2023-12-14,Subscriptions,2911.95,Subscriptions expense
2023-07-22,Travel,3102.43,Travel expense
2023-09-14,Miscellaneous,3561.94,Miscellaneous expense
2023-12-14,Education,6231.86,Education expense
2024-02-24,Utilities,3373.8,Utilities expense
2023-07-25,Education,7340.36,Education expense
2024-02-17,Utilities,4075.05,Utilities expense
2024-03-02,Dining,730.11,Dining expense
2023-07-16,Travel,7848.41,Travel expense
2023-11-18,Healthcare,2893.3,Healthcare expense
2023-09-19,Utilities,4356.03,Utilities expense
2024-01-10,Subscriptions,6870.17,Subscriptions expense
2023-09-18,Shopping,3357.94,Shopping expense
2023-09-12,Rent,613.03,Rent expense
2023-06-23,Education,3770.51,Education expense
2023-08-30,Dining,9447.26,Dining expense
2024-02-04,Subscriptions,6435.26,Subscriptions expense
2024-02-28,Travel,6731.22,Travel expense
2024-02-02,Education,6341.21,Education expense
2024-02-25,Rent,2029.97,Rent expense
2024-05-15,Healthcare,4212.42,Healthcare expense
2023-11-20,Transport,7521.85,Transport expense
2024-04-21,Education,1058.66,Education expense
2024-01-22,Transport,2814.64,Transport expense
2024-01-24,Miscellaneous,2799.38,Miscellaneous expense
2023-08-30,Dining,4348.59,Dining expense
2023-11-13,Transport,9804.67,Transport expense
2023-09-05,Travel,721.65,Travel expense
2024-03-15,Rent,5211.07,Rent expense
2023-12-24,Subscriptions,1834.68,Subscriptions expense
2023-09-08,Travel,9708.23,Travel expense
2023-09-11,Rent,1177.37,Rent expense
2023-08-08,Groceries,4065.83,Groceries expense
2023-10-31,Rent,7391.96,Rent expense
2023-10-11,Travel,7060.32,Travel expense
2023-06-29,Utilities,4256.15,Utilities expense
2023-08-17,Utilities,3497.92,Utilities expense
2023-07-30,Subscriptions,4006.24,Subscriptions expense
2023-09-16,Healthcare,2679.55,Healthcare expense
2024-04-05,Transport,2093.06,Transport expense
2023-06-10,Subscriptions,4856.24,Subscriptions expense
2024-04-10,Subscriptions,2721.91,Subscriptions expense
2024-04-04,Subscriptions,2910.24,Subscriptions expense
2023-06-09,Subscriptions,6584.72,Subscriptions expense
2024-05-26,Miscellaneous,9686.95,Miscellaneous expense
2023-06-01,Entertainment,6056.19,Entertainment expense
2023-09-25,Rent,815.95,Rent expense
2024-02-03,Groceries,802.06,Groceries expense
2023-08-02,Travel,9516.66,Travel expense
2023-08-05,Education,3008.04,Education expense
2023-07-22,Utilities,966.07,Utilities expense
2023-06-29,Education,6010.49,Education expense
2023-09-27,Education,6255.31,Education expense
2024-02-19,Dining,6502.62,Dining expense
2024-01-29,Miscellaneous,2710.65,Miscellaneous expense
2023-10-28,Shopping,200.35,Shopping expense
2023-09-26,Shopping,9651.9,Shopping expense
2023-12-10,Rent,2546.39,Rent expense
2024-03-17,Entertainment,6776.46,Entertainment expense
2024-05-30,Rent,7080.97,Rent expense
2023-08-12,Groceries,6119.57,Groceries expense
2023-10-13,Education,3163.43,Education expense
2023-09-08,Subscriptions,2747.41,Subscriptions expense
2023-08-18,Subscriptions,5996.8,Subscriptions expense
2024-04-13,Utilities,8667.65,Utilities expense
2023-09-08,Groceries,9470.0,Groceries expense
2024-05-20,Rent,1103.76,Rent expense
2024-05-29,Healthcare,1590.54,Healthcare expense
2024-02-18,Miscellaneous,9450.13,Miscellaneous expense
2024-03-26,Dining,7378.53,Dining expense
2023-11-04,Miscellaneous,8835.79,Miscellaneous expense
2023-12-30,Miscellaneous,2066.19,Miscellaneous expense
2023-11-24,Healthcare,5896.48,Healthcare expense
2023-09-09,Transport,7026.34,Transport expense
2024-02-01,Miscellaneous,6817.11,Miscellaneous expense
2023-06-17,Groceries,4111.11,Groceries expense
2023-11-06,Utilities,203.18,Utilities expense
2024-05-22,Travel,5850.11,Travel expense
2023-12-14,Shopping,2568.36,Shopping expense
2023-12-16,Groceries,4530.03,Groceries expense
2024-02-23,Miscellaneous,9577.93,Miscellaneous expense
2024-03-13,Travel,4020.4,Travel expense
2024-03-29,Subscriptions,8406.03,Subscriptions expense
2023-08-03,Entertainment,1925.98,Entertainment expense
2023-11-28,Rent,6740.98,Rent expense
2024-01-11,Education,9771.22,Education expense
2024-05-30,Travel,1063.84,Travel expense
2023-07-06,Subscriptions,132.78,Subscriptions expense
2023-08-19,Rent,4364.15,Rent expense
2024-02-10,Shopping,971.62,Shopping expense
2023-12-07,Entertainment,7496.42,Entertainment expense
2023-11-08,Shopping,9149.76,Shopping expense
2023-09-24,Subscriptions,4368.51,Subscriptions expense
2024-04-05,Rent,2624.18,Rent expense
2023-12-07,Transport,4372.31,Transport expense
2024-02-21,Groceries,7248.31,Groceries expense
2023-11-02,Transport,140.09,Transport expense
2024-03-26,Dining,5915.07,Dining expense
2023-12-24,Education,6152.25,Education expense
2024-03-28,Rent,6395.0,Rent expense
2023-07-30,Dining,2458.12,Dining expense
2024-05-20,Entertainment,7154.82,Entertainment expense
2024-01-22,Miscellaneous,959.35,Miscellaneous expense
2024-05-06,Rent,2032.74,Rent expense
2024-02-19,Subscriptions,8780.83,Subscriptions expense
2024-03-20,Miscellaneous,7400.3,Miscellaneous expense
2023-08-18,Rent,186.77,Rent expense
2024-03-19,Utilities,2521.34,Utilities expense
2024-04-04,Travel,2183.34,Travel expense
2024-05-13,Travel,2744.52,Travel expense
2023-09-08,Subscriptions,2513.22,Subscriptions expense
2023-07-18,Dining,672.14,Dining expense
2023-12-08,Dining,4616.46,Dining expense
2023-11-16,Miscellaneous,7340.7,Miscellaneous expense
2024-05-08,Groceries,6086.98,Groceries expense
2023-08-30,Education,6745.07,Education expense
2024-01-01,Healthcare,857.43,Healthcare expense
2023-07-31,Dining,9517.33,Dining expense
2024-03-12,Shopping,8392.99,Shopping expense
2023-09-07,Education,8060.65,Education expense
2024-02-14,Shopping,8238.69,Shopping expense
2024-02-04,Utilities,9330.47,Utilities expense
2023-08-19,Dining,5465.33,Dining expense
2024-04-25,Rent,2042.81,Rent expense
2023-09-04,Shopping,6187.0,Shopping expense
2024-03-20,Travel,7441.67,Travel expense
2024-02-26,Healthcare,7392.28,Healthcare expense
2024-01-30,Groceries,5238.42,Groceries expense
2024-02-10,Rent,731.16,Rent expense
2023-07-09,Rent,3742.57,Rent expense
2024-01-15,Transport,9211.63,Transport expense
2024-03-07,Miscellaneous,5865.27,Miscellaneous expense
2024-05-04,Shopping,5406.4,Shopping expense
2024-02-22,Healthcare,2725.09,Healthcare expense
2023-08-09,Transport,3716.07,Transport expense
2023-07-28,Dining,8958.69,Dining expense
2024-03-12,Miscellaneous,6681.31,Miscellaneous expense
2024-03-22,Subscriptions,7884.5,Subscriptions expense
2023-07-21,Education,4570.74,Education expense
2024-01-15,Subscriptions,6320.96,Subscriptions expense
2023-06-26,Subscriptions,2521.42,Subscriptions expense
2024-01-17,Dining,7069.34,Dining expense
2023-06-04,Utilities,4304.63,Utilities expense
2024-05-20,Healthcare,4453.33,Healthcare expense
2024-03-28,Utilities,6510.76,Utilities expense
2024-04-25,Travel,9365.99,Travel expense
2024-01-16,Miscellaneous,686.86,Miscellaneous expense
2024-03-25,Miscellaneous,8256.2,Miscellaneous expense
